TS,V,I1,W1,VA1,I2,W2,VA2
1645753107.87,121.06,13.839,1667.0,1675.0,1.224,122.0,148.0
1645753107.97,121.05,13.927,1678.0,1686.0,1.228,122.0,149.0
1645753108.07,121.06,13.831,1666.0,1674.0,1.227,122.0,149.0
1645753108.17,121.05,13.934,1679.0,1687.0,1.23,122.0,149.0
1645753108.27,121.05,13.917,1676.0,1685.0,1.225,122.0,148.0
1645753108.37,121.21,14.084,1699.0,1707.0,1.228,123.0,149.0
1645753108.47,121.05,13.87,1671.0,1679.0,1.219,121.0,148.0
1645753108.57,121.04,13.99,1685.0,1693.0,1.227,122.0,149.0
1645753108.67,121.07,13.861,1670.0,1678.0,1.226,122.0,148.0
1645753108.77,121.05,13.994,1686.0,1694.0,1.228,122.0,149.0
1645753108.87,121.08,13.857,1670.0,1678.0,1.223,121.0,148.0
1645753108.97,121.08,13.995,1686.0,1694.0,1.23,122.0,149.0
1645753109.07,121.07,13.859,1670.0,1678.0,1.223,122.0,148.0
1645753109.17,121.06,13.954,1681.0,1689.0,1.227,122.0,149.0
1645753109.27,121.07,13.88,1672.0,1680.0,1.22,122.0,148.0
1645753109.37,121.05,14.029,1690.0,1698.0,1.227,122.0,148.0
1645753109.47,121.07,13.873,1672.0,1680.0,1.226,122.0,148.0
1645753109.57,121.07,13.982,1685.0,1693.0,1.229,122.0,149.0
1645753109.67,121.08,13.874,1672.0,1680.0,1.221,121.0,148.0
1645753109.77,121.05,14.004,1687.0,1695.0,1.214,121.0,147.0
1645753109.87,121.06,13.874,1671.0,1680.0,1.184,118.0,143.0
1645753109.97,121.04,13.992,1685.0,1694.0,1.199,120.0,145.0
1645753110.07,121.02,14.275,1719.0,1727.0,1.2,120.0,145.0
1645753110.17,121.2,14.078,1698.0,1706.0,1.211,121.0,147.0
1645753110.27,121.02,13.887,1673.0,1681.0,1.2,120.0,145.0
1645753110.37,121.03,14.012,1688.0,1696.0,1.21,121.0,146.0
1645753110.47,121.03,13.901,1674.0,1682.0,1.204,120.0,146.0
1645753110.57,121.03,13.984,1684.0,1693.0,1.204,120.0,146.0
1645753110.67,121.06,13.881,1672.0,1680.0,1.202,120.0,145.0
1645753110.77,121.04,13.928,1678.0,1686.0,1.212,121.0,147.0
1645753110.87,121.05,13.907,1675.0,1683.0,1.21,121.0,146.0
1645753110.97,121.03,13.987,1684.0,1693.0,1.216,122.0,147.0
1645753111.07,121.04,13.86,1670.0,1678.0,1.207,121.0,146.0
1645753111.17,121.03,13.962,1682.0,1690.0,1.208,121.0,146.0
1645753111.27,121.03,13.901,1674.0,1682.0,1.201,120.0,145.0
1645753111.37,121.02,14.044,1691.0,1699.0,1.209,121.0,146.0
1645753111.47,121.03,13.896,1674.0,1682.0,1.205,120.0,146.0
1645753111.57,121.03,13.991,1685.0,1693.0,1.197,120.0,145.0
1645753111.67,121.05,13.869,1671.0,1679.0,1.201,120.0,145.0
1645753111.77,121.03,13.992,1685.0,1694.0,1.199,120.0,145.0
1645753111.87,121.23,13.867,1673.0,1681.0,1.234,124.0,150.0
1645753111.97,121.04,14.009,1687.0,1696.0,1.231,122.0,149.0
1645753112.07,121.06,13.884,1673.0,1681.0,1.227,122.0,149.0
1645753112.17,121.05,13.983,1684.0,1693.0,1.231,122.0,149.0
1645753112.27,121.05,13.88,1672.0,1680.0,1.228,122.0,149.0
1645753112.37,121.05,14.024,1689.0,1698.0,1.232,122.0,149.0
1645753112.47,121.05,13.875,1671.0,1680.0,1.227,122.0,149.0
1645753112.57,121.03,13.953,1681.0,1689.0,1.23,123.0,149.0
1645753112.67,121.03,13.891,1673.0,1681.0,1.228,123.0,149.0
1645753112.77,121.04,13.929,1678.0,1686.0,1.226,122.0,148.0
1645753112.87,121.06,13.855,1669.0,1677.0,1.231,122.0,149.0
1645753112.97,121.06,13.979,1684.0,1692.0,1.228,122.0,149.0
1645753113.07,121.07,13.884,1673.0,1681.0,1.224,122.0,148.0
1645753113.17,121.07,14.002,1687.0,1695.0,1.228,122.0,149.0
1645753113.27,121.07,13.873,1671.0,1680.0,1.225,122.0,148.0
1645753113.37,121.07,14.042,1692.0,1700.0,1.227,122.0,149.0
1645753113.47,121.07,13.886,1673.0,1681.0,1.227,123.0,149.0
1645753113.57,121.22,14.038,1693.0,1702.0,1.227,123.0,149.0
1645753113.67,121.06,13.874,1671.0,1680.0,1.225,122.0,148.0
1645753113.77,121.04,14.006,1687.0,1695.0,1.23,122.0,149.0
1645753113.87,121.06,13.891,1674.0,1682.0,1.232,122.0,149.0
1645753113.97,121.05,14.056,1693.0,1702.0,1.229,122.0,149.0
1645753114.07,121.06,13.881,1673.0,1681.0,1.225,122.0,148.0
1645753114.17,121.05,13.981,1684.0,1692.0,1.229,122.0,149.0
1645753114.27,121.05,13.874,1671.0,1680.0,1.224,122.0,148.0
1645753114.38,121.02,14.041,1691.0,1699.0,1.228,123.0,149.0
1645753114.47,121.04,13.899,1674.0,1682.0,1.221,122.0,148.0
1645753114.57,121.03,13.996,1686.0,1694.0,1.227,122.0,149.0
1645753114.67,121.05,13.882,1672.0,1680.0,1.224,122.0,148.0
1645753114.77,121.02,13.988,1685.0,1693.0,1.225,122.0,148.0
1645753114.88,121.02,13.871,1671.0,1679.0,1.223,121.0,148.0
1645753114.97,121.04,14.023,1689.0,1697.0,1.223,121.0,148.0
1645753115.08,121.02,14.247,1716.0,1724.0,1.219,121.0,148.0
1645753115.17,121.04,14.14,1703.0,1711.0,1.226,122.0,148.0
1645753115.28,121.06,13.876,1672.0,1680.0,1.229,123.0,149.0
1645753115.38,121.23,14.065,1697.0,1705.0,1.228,123.0,149.0
1645753115.47,121.07,13.908,1676.0,1684.0,1.222,122.0,148.0
1645753115.58,121.06,14.01,1688.0,1696.0,1.233,123.0,149.0
1645753115.67,121.08,13.881,1673.0,1681.0,1.23,122.0,149.0
1645753115.78,121.08,13.971,1683.0,1692.0,1.231,122.0,149.0
1645753115.88,121.09,13.881,1673.0,1681.0,1.226,122.0,149.0
1645753115.97,121.07,14.013,1688.0,1697.0,1.234,123.0,149.0
1645753116.08,121.08,13.887,1673.0,1681.0,1.229,122.0,149.0
1645753116.17,121.06,13.981,1684.0,1693.0,1.242,124.0,150.0
1645753116.28,121.08,13.892,1674.0,1682.0,1.236,123.0,150.0
1645753116.38,121.06,14.05,1693.0,1701.0,1.242,123.0,150.0
1645753116.48,121.07,13.885,1673.0,1681.0,1.236,123.0,150.0
1645753116.58,121.07,14.006,1687.0,1696.0,1.246,124.0,151.0
1645753116.68,121.06,13.873,1672.0,1680.0,1.245,124.0,151.0
1645753116.78,121.05,13.973,1683.0,1692.0,1.249,124.0,151.0
1645753116.88,121.07,13.875,1672.0,1680.0,1.241,123.0,150.0
1645753116.98,121.05,13.969,1683.0,1691.0,1.24,123.0,150.0
1645753117.08,121.05,13.886,1673.0,1681.0,1.241,124.0,150.0
1645753117.18,121.05,13.961,1682.0,1690.0,1.241,124.0,150.0
1645753117.28,121.21,13.91,1678.0,1686.0,1.247,125.0,151.0
1645753117.38,121.01,14.033,1690.0,1698.0,1.237,123.0,150.0
1645753117.48,121.02,13.868,1670.0,1678.0,1.237,123.0,150.0
1645753117.58,121.02,14.004,1686.0,1695.0,1.237,123.0,150.0
1645753117.68,121.04,13.849,1668.0,1676.0,1.228,122.0,149.0
1645753117.78,121.02,13.957,1681.0,1689.0,1.23,122.0,149.0
1645753117.88,121.04,13.848,1668.0,1676.0,1.223,121.0,148.0
1645753117.98,121.03,13.976,1683.0,1691.0,1.229,122.0,149.0
1645753118.08,121.03,13.895,1674.0,1682.0,1.23,122.0,149.0
1645753118.18,121.01,14.028,1689.0,1698.0,1.228,122.0,149.0
1645753118.28,121.01,13.948,1680.0,1688.0,1.226,122.0,148.0
1645753118.38,121.01,13.994,1685.0,1693.0,1.229,122.0,149.0
1645753118.48,121.03,13.884,1672.0,1680.0,1.224,122.0,148.0
1645753118.58,121.03,13.954,1681.0,1689.0,1.232,123.0,149.0
1645753118.68,121.03,13.913,1676.0,1684.0,1.232,123.0,149.0
1645753118.78,121.03,14.009,1687.0,1696.0,1.225,121.0,148.0
1645753118.88,121.02,13.907,1675.0,1683.0,1.224,121.0,148.0
1645753118.98,121.02,13.98,1684.0,1692.0,1.229,122.0,149.0
1645753119.08,121.03,13.892,1673.0,1681.0,1.229,122.0,149.0
1645753119.18,121.03,14.005,1687.0,1695.0,1.231,123.0,149.0
1645753119.28,121.2,13.874,1673.0,1682.0,1.225,122.0,149.0
1645753119.38,121.02,14.058,1693.0,1701.0,1.223,122.0,148.0
1645753119.48,121.03,13.867,1670.0,1678.0,1.222,122.0,148.0
1645753119.58,121.02,14.002,1686.0,1695.0,1.232,123.0,149.0
1645753119.68,121.05,13.813,1664.0,1672.0,1.223,122.0,148.0
1645753119.78,121.03,13.94,1679.0,1687.0,1.223,122.0,148.0
1645753119.88,121.02,13.85,1668.0,1676.0,1.222,121.0,148.0
1645753119.98,121.01,14.006,1687.0,1695.0,1.228,122.0,149.0
1645753120.08,121.01,14.253,1716.0,1725.0,1.228,123.0,149.0
1645753120.18,121.03,13.946,1680.0,1688.0,1.225,123.0,148.0
1645753120.28,121.03,13.826,1665.0,1673.0,1.222,122.0,148.0
1645753120.38,121.02,13.99,1685.0,1693.0,1.226,122.0,148.0
1645753120.48,121.04,13.846,1668.0,1676.0,1.224,122.0,148.0
1645753120.58,121.04,13.934,1678.0,1687.0,1.224,122.0,148.0
1645753120.68,121.05,13.836,1667.0,1675.0,1.22,121.0,148.0
1645753120.78,121.04,13.964,1682.0,1690.0,1.223,121.0,148.0
1645753120.88,121.06,13.834,1667.0,1675.0,1.223,122.0,148.0
1645753120.98,121.05,13.94,1679.0,1687.0,1.236,123.0,150.0
1645753121.08,121.23,13.849,1671.0,1679.0,1.231,123.0,149.0
1645753121.18,121.05,13.957,1681.0,1689.0,1.235,123.0,150.0
1645753121.28,121.06,13.826,1666.0,1674.0,1.228,122.0,149.0
1645753121.38,121.06,14.016,1688.0,1697.0,1.234,123.0,149.0
1645753121.48,121.06,13.825,1666.0,1674.0,1.223,122.0,148.0
1645753121.58,121.05,13.95,1680.0,1689.0,1.226,122.0,148.0
1645753121.68,121.06,13.832,1666.0,1674.0,1.223,122.0,148.0
1645753121.78,121.06,13.95,1680.0,1689.0,1.223,122.0,148.0
1645753121.88,121.06,13.838,1667.0,1675.0,1.227,123.0,149.0
1645753121.98,121.05,13.959,1681.0,1690.0,1.223,122.0,148.0
1645753122.08,121.04,13.829,1666.0,1674.0,1.23,122.0,149.0
1645753122.18,121.03,13.932,1678.0,1686.0,1.233,123.0,149.0
1645753122.28,121.05,13.856,1669.0,1677.0,1.233,123.0,149.0
1645753122.38,121.04,14.001,1686.0,1695.0,1.239,123.0,150.0
1645753122.48,121.05,13.832,1666.0,1674.0,1.237,123.0,150.0
1645753122.58,121.05,13.969,1683.0,1691.0,1.237,123.0,150.0
1645753122.68,121.23,13.842,1670.0,1678.0,1.241,124.0,150.0
1645753122.78,121.05,13.936,1679.0,1687.0,1.238,123.0,150.0
1645753122.88,121.07,13.83,1666.0,1674.0,1.236,123.0,150.0
1645753122.98,121.06,13.983,1684.0,1693.0,1.247,124.0,151.0
1645753123.08,121.09,13.832,1667.0,1675.0,1.241,123.0,150.0
1645753123.18,121.08,13.936,1679.0,1687.0,1.236,123.0,150.0
1645753123.28,121.08,13.849,1669.0,1677.0,1.235,123.0,149.0
1645753123.38,121.07,14.003,1687.0,1695.0,1.239,124.0,150.0
1645753123.48,121.09,13.824,1666.0,1674.0,1.232,123.0,149.0
1645753123.58,121.08,13.94,1680.0,1688.0,1.238,123.0,150.0
1645753123.68,121.09,13.832,1667.0,1675.0,1.227,122.0,149.0
1645753123.78,121.08,13.956,1682.0,1690.0,1.23,122.0,149.0
1645753123.88,121.08,13.834,1667.0,1675.0,1.226,122.0,148.0
1645753123.98,121.06,13.92,1677.0,1685.0,1.234,123.0,149.0
1645753124.08,121.06,13.829,1666.0,1674.0,1.23,123.0,149.0
1645753124.18,121.22,13.976,1686.0,1694.0,1.23,123.0,149.0
1645753124.28,121.06,13.828,1666.0,1674.0,1.227,122.0,148.0
1645753124.38,121.06,14.009,1688.0,1696.0,1.228,122.0,149.0
1645753124.48,121.1,13.831,1667.0,1675.0,1.222,121.0,148.0
1645753124.58,121.09,13.964,1683.0,1691.0,1.234,123.0,149.0
1645753124.68,121.1,13.843,1668.0,1676.0,1.234,123.0,149.0
1645753124.78,121.08,13.919,1677.0,1685.0,1.234,123.0,149.0
1645753124.88,121.1,13.834,1667.0,1675.0,1.225,122.0,148.0
1645753124.98,121.08,13.997,1686.0,1695.0,1.233,123.0,149.0
1645753125.08,121.06,14.25,1717.0,1725.0,1.231,122.0,149.0
1645753125.18,121.08,13.979,1684.0,1693.0,1.238,123.0,150.0
1645753125.28,121.09,13.825,1666.0,1674.0,1.228,122.0,149.0
1645753125.38,121.25,14.054,1696.0,1704.0,1.232,123.0,149.0
1645753125.48,121.1,13.801,1663.0,1671.0,1.221,122.0,148.0
1645753125.58,121.08,13.912,1676.0,1684.0,1.226,122.0,148.0
1645753125.68,121.1,13.838,1668.0,1676.0,1.224,122.0,148.0
1645753125.78,121.09,13.934,1679.0,1687.0,1.226,122.0,148.0
1645753125.88,121.11,13.826,1666.0,1675.0,1.227,122.0,149.0
1645753125.98,121.08,13.933,1679.0,1687.0,1.23,123.0,149.0
1645753126.08,121.1,13.847,1669.0,1677.0,1.227,122.0,149.0
1645753126.18,121.11,13.937,1680.0,1688.0,1.231,123.0,149.0
1645753126.28,121.13,13.818,1666.0,1674.0,1.229,122.0,149.0
1645753126.38,121.11,14.014,1689.0,1697.0,1.23,122.0,149.0
1645753126.48,121.13,13.829,1667.0,1675.0,1.221,122.0,148.0
1645753126.58,121.3,13.945,1683.0,1692.0,1.231,123.0,149.0
1645753126.68,121.13,13.835,1668.0,1676.0,1.225,122.0,148.0
1645753126.78,121.12,13.932,1679.0,1687.0,1.233,123.0,149.0
1645753126.88,121.13,13.82,1666.0,1674.0,1.222,121.0,148.0
1645753126.98,121.11,13.956,1682.0,1690.0,1.225,122.0,148.0
1645753127.08,121.12,13.827,1667.0,1675.0,1.224,122.0,148.0
1645753127.18,121.11,13.957,1682.0,1690.0,1.222,122.0,148.0
1645753127.28,121.1,13.815,1665.0,1673.0,1.221,122.0,148.0
1645753127.38,121.11,14.001,1687.0,1696.0,1.22,121.0,148.0
1645753127.48,121.13,13.842,1669.0,1677.0,1.22,121.0,148.0
1645753127.58,121.13,13.91,1677.0,1685.0,1.228,122.0,149.0
1645753127.68,121.31,13.84,1671.0,1679.0,1.228,123.0,149.0
1645753127.78,121.12,13.929,1679.0,1687.0,1.225,122.0,148.0
1645753127.88,121.13,13.839,1668.0,1676.0,1.229,122.0,149.0
1645753127.98,121.12,13.939,1680.0,1688.0,1.225,122.0,148.0
1645753128.08,121.12,13.818,1666.0,1674.0,1.228,122.0,149.0
1645753128.18,121.12,13.923,1678.0,1686.0,1.234,123.0,149.0
1645753128.28,121.13,13.832,1667.0,1675.0,1.239,123.0,150.0
1645753128.38,121.13,13.978,1685.0,1693.0,1.239,123.0,150.0
1645753128.48,121.15,13.85,1670.0,1678.0,1.24,123.0,150.0
1645753128.58,121.13,13.915,1677.0,1686.0,1.241,124.0,150.0
1645753128.68,121.3,13.867,1674.0,1682.0,1.239,124.0,150.0
1645753128.78,121.12,13.941,1680.0,1689.0,1.255,125.0,152.0
1645753128.88,121.13,13.804,1664.0,1672.0,1.287,128.0,156.0
1645753128.98,121.13,13.918,1678.0,1686.0,1.289,128.0,156.0
1645753129.08,121.13,13.85,1670.0,1678.0,1.286,128.0,156.0
1645753129.18,121.12,13.953,1682.0,1690.0,1.282,127.0,155.0
1645753129.28,121.13,13.796,1663.0,1671.0,1.285,127.0,156.0
1645753129.38,121.11,13.983,1685.0,1694.0,1.279,127.0,155.0
1645753129.48,121.12,13.83,1667.0,1675.0,1.273,127.0,154.0
1645753129.58,121.29,13.972,1686.0,1695.0,1.267,126.0,154.0
1645753129.68,121.12,13.811,1665.0,1673.0,1.26,125.0,153.0
1645753129.78,121.11,13.937,1680.0,1688.0,1.263,125.0,153.0
1645753129.88,121.12,13.841,1668.0,1676.0,1.266,126.0,153.0
1645753129.98,121.1,13.958,1682.0,1690.0,1.259,125.0,152.0
1645753130.08,121.07,14.248,1716.0,1725.0,1.264,126.0,153.0
1645753130.18,121.1,13.947,1681.0,1689.0,1.26,125.0,153.0
1645753130.28,121.1,13.821,1665.0,1674.0,1.256,125.0,152.0
1645753130.38,121.08,13.998,1686.0,1695.0,1.261,125.0,153.0
1645753130.48,121.26,13.857,1672.0,1680.0,1.256,125.0,152.0
1645753130.58,121.07,13.931,1678.0,1687.0,1.255,125.0,152.0
1645753130.68,121.08,13.812,1664.0,1672.0,1.252,124.0,152.0
1645753130.78,121.07,13.935,1679.0,1687.0,1.26,125.0,153.0
1645753130.88,121.08,13.821,1665.0,1673.0,1.254,125.0,152.0
1645753130.98,121.07,13.912,1676.0,1684.0,1.257,125.0,152.0
1645753131.08,121.07,13.816,1665.0,1673.0,1.261,125.0,153.0
1645753131.18,121.06,13.984,1685.0,1693.0,1.259,125.0,152.0
1645753131.28,121.08,13.817,1665.0,1673.0,1.255,124.0,152.0
1645753131.38,121.24,13.981,1687.0,1695.0,1.262,126.0,153.0
1645753131.48,121.09,13.827,1666.0,1674.0,1.252,124.0,152.0
1645753131.58,121.1,13.919,1677.0,1686.0,1.258,125.0,152.0
1645753131.68,121.11,13.807,1664.0,1672.0,1.25,124.0,151.0
1645753131.78,121.1,13.921,1677.0,1686.0,1.249,124.0,151.0
1645753131.88,121.1,13.825,1666.0,1674.0,1.247,124.0,151.0
1645753131.98,121.11,13.928,1679.0,1687.0,1.255,124.0,152.0
1645753132.09,121.12,13.811,1665.0,1673.0,1.254,124.0,152.0
1645753132.18,121.29,13.95,1684.0,1692.0,1.252,125.0,152.0
1645753132.28,121.11,13.827,1667.0,1675.0,1.256,125.0,152.0
1645753132.38,121.1,14.0,1687.0,1695.0,1.257,125.0,152.0
1645753132.48,121.13,13.798,1663.0,1671.0,1.243,124.0,151.0
